2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2600,1,0
2599,2,0
2599,2,0
2599,2,0
2599,2,0
2599,2,0
2599,2,0
2599,2,0
2599,2,0
2599,2,0
2599,2,0
2598,3,0
2598,3,0
2598,3,0
2598,3,0
2598,3,0
2598,3,0
2598,3,0
2597,4,0
2597,4,0
2597,4,0
2597,4,0
2597,4,0
2597,4,0
2597,4,0
2597,4,0
2597,4,0
2596,5,0
2596,5,0
2596,5,0
2596,5,0
2596,5,0
2596,5,0
2596,5,0
2596,5,0
2596,5,0
2596,5,0
2596,5,0
2596,5,0
2596,5,0
2595,6,0
2595,6,0
2595,6,0
2595,6,0
2595,6,0
2595,6,0
2594,7,0
2594,7,0
2594,7,0
2594,7,0
2594,7,0
2594,7,0
2594,7,0
2593,8,0
2592,9,0
2592,9,0
2592,9,0
2592,9,0
2592,9,0
2592,9,0
2591,10,0
2591,10,0
2591,10,0
2591,10,0
2590,11,0
2590,11,0
2590,11,0
2590,11,0
2590,11,0
2589,12,0
2589,12,0
2589,12,0
2589,12,0
2589,12,0
2589,12,0
2589,12,0
2589,11,1
2589,11,1
2589,11,1
2588,12,1
2588,12,1
2588,12,1
2588,12,1
2588,12,1
2588,12,1
2588,11,2
2588,11,2
2588,10,3
2588,10,3
2588,10,3
2588,10,3
2588,9,4
2588,9,4
2588,9,4
2588,9,4
2588,9,4
2588,9,4
2588,9,4
2588,9,4
2588,9,4
2588,9,4
2588,9,4
2588,9,4
2588,9,4
2587,10,4
2587,10,4
2587,10,4
2587,10,4
2587,10,4
2587,10,4
2586,11,4
2586,11,4
2586,11,4
2586,10,5
2586,10,5
2586,10,5
2585,11,5
2585,11,5
2584,12,5
2584,12,5
2584,12,5
2584,12,5
2584,12,5
2584,11,6
2584,11,6
2584,11,6
2584,11,6
2584,11,6
2584,11,6
2584,11,6
2584,11,6
2583,12,6
2583,12,6
2583,12,6
2583,12,6
2583,12,6
2583,12,6
2583,12,6
2583,12,6
2583,12,6
2583,12,6
2583,12,6
2583,12,6
2582,13,6
2582,13,6
2582,13,6
2582,13,6
2582,13,6
2582,13,6
2582,13,6
2582,13,6
2582,13,6
2582,12,7
2582,12,7
2581,13,7
2580,14,7
2580,14,7
2580,13,8
2580,13,8
2580,13,8
2580,13,8
2580,13,8
2580,12,9
2580,12,9
2580,12,9
2580,12,9
2580,12,9
2580,11,10
2580,11,10
2580,11,10
2580,11,10
2580,11,10
2579,12,10
2579,12,10
2578,13,10
2578,13,10
2578,13,10
2577,14,10
2577,14,10
2577,14,10
2576,15,10
2576,15,10
2576,14,11
2576,14,11
2576,14,11
2576,14,11
2575,15,11
2575,15,11
2575,15,11
2574,16,11
2574,16,11
2574,15,12
2574,15,12
2573,16,12
2573,16,12
2573,16,12
2573,16,12
2573,16,12
2572,17,12
2572,17,12
2572,17,12
2572,17,12
2572,17,12
2572,16,13
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2572,15,14
2571,16,14
2571,16,14
2571,16,14
2571,16,14
2571,16,14
2571,16,14
2571,16,14
2571,16,14
2571,15,15
2570,16,15
2569,17,15
2569,17,15
2569,16,16
2569,16,16
2568,17,16
2568,17,16
2568,17,16
2568,17,16
2568,17,16
2566,19,16
2566,19,16
2566,19,16
2565,20,16
2565,20,16
2565,20,16
2565,19,17
2565,19,17
2565,19,17
2565,19,17
2565,19,17
